StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Tarrant,48439111561,4.0,"( 3.6,  4.5)"
TX,Tarrant,48439111562,3.7,"( 3.3,  4.1)"
TX,Tarrant,48439111563,3.9,"( 3.4,  4.4)"
TX,Tarrant,48439111564,3.1,"( 2.7,  3.4)"
TX,Tarrant,48439111565,3.6,"( 3.2,  4.0)"
TX,Tarrant,48439111566,3.2,"( 2.8,  3.6)"
TX,Tarrant,48439111567,3.6,"( 3.2,  4.0)"
TX,Tarrant,48439111568,3.6,"( 3.2,  4.1)"
TX,Tarrant,48439111569,5.4,"( 4.8,  6.0)"
TX,Tarrant,48439111570,5.2,"( 4.7,  5.8)"
TX,Tarrant,48439111571,4.4,"( 3.9,  4.9)"
TX,Tarrant,48439111572,3.9,"( 3.4,  4.3)"
TX,Tarrant,48439113003,3.2,"( 2.8,  3.5)"
TX,Tarrant,48439113004,5.1,"( 4.5,  5.8)"
TX,Tarrant,48439113005,5.0,"( 4.5,  5.6)"
TX,Tarrant,48439113006,3.5,"( 3.1,  4.0)"
TX,Tarrant,48439113007,6.2,"( 5.5,  6.8)"
TX,Tarrant,48439113102,4.3,"( 3.8,  4.9)"
TX,Tarrant,48439113104,3.6,"( 3.1,  4.0)"
TX,Tarrant,48439113107,7.1,"( 6.1,  8.3)"
TX,Tarrant,48439113108,5.8,"( 5.0,  6.7)"
TX,Tarrant,48439113109,5.0,"( 4.4,  5.6)"
TX,Tarrant,48439113110,4.3,"( 3.8,  4.8)"
TX,Tarrant,48439113112,5.3,"( 4.6,  6.1)"
TX,Tarrant,48439113115,5.0,"( 4.4,  5.6)"
TX,Tarrant,48439113116,3.4,"( 3.0,  3.8)"
TX,Tarrant,48439113117,3.2,"( 2.8,  3.6)"
TX,Tarrant,48439113118,2.6,"( 2.3,  2.9)"
TX,Tarrant,48439113119,3.4,"( 3.0,  3.9)"
TX,Tarrant,48439113120,3.4,"( 3.0,  3.9)"
TX,Tarrant,48439113121,2.2,"( 1.9,  2.4)"
TX,Tarrant,48439113122,2.2,"( 1.9,  2.4)"
TX,Tarrant,48439113206,6.4,"( 5.7,  7.2)"
TX,Tarrant,48439113207,5.1,"( 4.4,  5.8)"
TX,Tarrant,48439113210,5.4,"( 4.7,  6.2)"
TX,Tarrant,48439113212,7.2,"( 6.2,  8.2)"
TX,Tarrant,48439113213,6.8,"( 5.9,  7.8)"
TX,Tarrant,48439113214,4.8,"( 4.2,  5.5)"
TX,Tarrant,48439113215,5.6,"( 5.0,  6.4)"
TX,Tarrant,48439113216,5.4,"( 4.6,  6.2)"
TX,Tarrant,48439113217,5.5,"( 4.8,  6.4)"
TX,Tarrant,48439113218,5.6,"( 4.8,  6.4)"
TX,Tarrant,48439113221,5.5,"( 4.8,  6.3)"
TX,Tarrant,48439113222,2.6,"( 2.3,  2.9)"
TX,Tarrant,48439113223,5.4,"( 4.7,  6.1)"
TX,Tarrant,48439113301,6.7,"( 5.8,  7.5)"
TX,Tarrant,48439113302,7.3,"( 6.4,  8.2)"
TX,Tarrant,48439113403,6.5,"( 5.6,  7.5)"
TX,Tarrant,48439113404,5.9,"( 5.1,  6.6)"
TX,Tarrant,48439113407,6.0,"( 5.2,  6.7)"
TX,Tarrant,48439113408,5.5,"( 4.9,  6.3)"
TX,Tarrant,48439113409,6.5,"( 5.6,  7.4)"
TX,Tarrant,48439113410,4.5,"( 3.9,  5.2)"
TX,Tarrant,48439113509,5.5,"( 4.9,  6.1)"
TX,Tarrant,48439113510,3.9,"( 3.4,  4.3)"
TX,Tarrant,48439113511,5.1,"( 4.5,  5.7)"
TX,Tarrant,48439113512,5.8,"( 5.1,  6.5)"
TX,Tarrant,48439113513,5.2,"( 4.6,  5.8)"
TX,Tarrant,48439113514,5.7,"( 5.0,  6.4)"
TX,Tarrant,48439113516,5.9,"( 5.2,  6.7)"
TX,Tarrant,48439113517,4.2,"( 3.7,  4.8)"
TX,Tarrant,48439113519,4.2,"( 3.7,  4.8)"
TX,Tarrant,48439113520,3.6,"( 3.2,  4.1)"
TX,Tarrant,48439113521,2.8,"( 2.5,  3.2)"
TX,Tarrant,48439113522,3.4,"( 3.0,  3.8)"
TX,Tarrant,48439113607,5.0,"( 4.4,  5.6)"
TX,Tarrant,48439113611,6.7,"( 5.8,  7.6)"
TX,Tarrant,48439113612,6.0,"( 5.3,  6.7)"
TX,Tarrant,48439113613,7.1,"( 6.2,  8.2)"
TX,Tarrant,48439113618,5.9,"( 5.1,  6.7)"
TX,Tarrant,48439113619,4.0,"( 3.6,  4.5)"
TX,Tarrant,48439113622,4.7,"( 4.1,  5.3)"
TX,Tarrant,48439113623,5.9,"( 5.1,  6.8)"
TX,Tarrant,48439113624,5.3,"( 4.7,  6.0)"
TX,Tarrant,48439113625,6.1,"( 5.3,  7.0)"
TX,Tarrant,48439113626,5.4,"( 4.6,  6.2)"
TX,Tarrant,48439113628,4.7,"( 4.2,  5.3)"
TX,Tarrant,48439113629,7.1,"( 6.1,  8.3)"
TX,Tarrant,48439113630,5.2,"( 4.6,  5.9)"
TX,Tarrant,48439113632,5.4,"( 4.7,  6.3)"
TX,Tarrant,48439113633,4.3,"( 3.8,  4.8)"
TX,Tarrant,48439113634,4.9,"( 4.2,  5.6)"
TX,Tarrant,48439113635,5.3,"( 4.6,  6.1)"
TX,Tarrant,48439113636,3.4,"( 3.0,  3.8)"
TX,Tarrant,48439113637,4.8,"( 4.2,  5.5)"
TX,Tarrant,48439113638,5.4,"( 4.7,  6.2)"
TX,Tarrant,48439113639,5.2,"( 4.5,  5.9)"
TX,Tarrant,48439113640,4.8,"( 4.1,  5.4)"
TX,Tarrant,48439113707,5.1,"( 4.4,  5.8)"
TX,Tarrant,48439113709,5.0,"( 4.4,  5.8)"
TX,Tarrant,48439113710,4.1,"( 3.6,  4.7)"
TX,Tarrant,48439113711,4.5,"( 3.9,  5.2)"
TX,Tarrant,48439113712,5.0,"( 4.3,  5.7)"
TX,Tarrant,48439113713,3.5,"( 3.1,  4.0)"
TX,Tarrant,48439113714,6.0,"( 5.1,  6.9)"
TX,Tarrant,48439113715,2.9,"( 2.6,  3.3)"
TX,Tarrant,48439113716,3.8,"( 3.3,  4.3)"
TX,Tarrant,48439113803,4.7,"( 4.1,  5.4)"
TX,Tarrant,48439113808,5.9,"( 5.2,  6.7)"
TX,Tarrant,48439113809,5.4,"( 4.8,  6.2)"
TX,Tarrant,48439113810,5.1,"( 4.5,  5.7)"
TX,Tarrant,48439113811,5.4,"( 4.8,  6.1)"
TX,Tarrant,48439113812,4.5,"( 3.9,  5.1)"
TX,Tarrant,48439113813,4.8,"( 4.2,  5.4)"
TX,Tarrant,48439113814,5.2,"( 4.5,  6.0)"
TX,Tarrant,48439113815,4.3,"( 3.8,  5.0)"
TX,Tarrant,48439113816,4.8,"( 4.2,  5.6)"
TX,Tarrant,48439113906,4.0,"( 3.5,  4.6)"
TX,Tarrant,48439113908,3.7,"( 3.2,  4.3)"
TX,Tarrant,48439113912,5.4,"( 4.7,  6.2)"
TX,Tarrant,48439113916,4.7,"( 4.1,  5.2)"
TX,Tarrant,48439113917,4.2,"( 3.8,  4.8)"
TX,Tarrant,48439113918,3.9,"( 3.5,  4.4)"
TX,Tarrant,48439113919,4.1,"( 3.6,  4.7)"
TX,Tarrant,48439113920,3.9,"( 3.4,  4.5)"
TX,Tarrant,48439113923,2.8,"( 2.5,  3.2)"
TX,Tarrant,48439113924,3.7,"( 3.3,  4.2)"
