StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Harris,48201254200,6.0,"( 5.3,  6.8)"
TX,Harris,48201254300,6.7,"( 6.0,  7.5)"
TX,Harris,48201254400,6.8,"( 6.0,  7.7)"
TX,Harris,48201254600,6.9,"( 6.1,  7.6)"
TX,Harris,48201254700,5.6,"( 4.9,  6.2)"
TX,Harris,48201254800,8.8,"( 7.8,  9.9)"
TX,Harris,48201310101,3.3,"( 2.9,  3.8)"
TX,Harris,48201310102,4.5,"( 4.0,  5.1)"
TX,Harris,48201310200,2.3,"( 2.0,  2.6)"
TX,Harris,48201310300,5.6,"( 4.9,  6.2)"
TX,Harris,48201310400,7.4,"( 6.5,  8.2)"
TX,Harris,48201310500,7.5,"( 6.5,  8.5)"
TX,Harris,48201310600,5.7,"( 4.9,  6.6)"
TX,Harris,48201310700,5.8,"( 5.1,  6.7)"
TX,Harris,48201310800,5.4,"( 4.7,  6.2)"
TX,Harris,48201310900,7.5,"( 6.5,  8.5)"
TX,Harris,48201311001,6.7,"( 5.9,  7.6)"
TX,Harris,48201311002,6.9,"( 5.9,  7.9)"
TX,Harris,48201311100,6.9,"( 6.0,  7.9)"
TX,Harris,48201311200,6.1,"( 5.3,  6.9)"
TX,Harris,48201311300,6.0,"( 5.2,  6.8)"
TX,Harris,48201311400,6.9,"( 6.0,  7.8)"
TX,Harris,48201311501,5.7,"( 4.9,  6.5)"
TX,Harris,48201311502,7.3,"( 6.4,  8.2)"
TX,Harris,48201311600,4.7,"( 4.0,  5.4)"
TX,Harris,48201311701,5.5,"( 4.8,  6.2)"
TX,Harris,48201311702,5.6,"( 4.9,  6.3)"
TX,Harris,48201311800,6.5,"( 5.8,  7.3)"
TX,Harris,48201311900,6.1,"( 5.3,  6.9)"
TX,Harris,48201312000,2.1,"( 1.9,  2.4)"
TX,Harris,48201312200,6.8,"( 6.1,  7.6)"
TX,Harris,48201312300,5.3,"( 4.7,  6.0)"
TX,Harris,48201312400,7.6,"( 6.7,  8.7)"
TX,Harris,48201312501,2.5,"( 2.2,  2.8)"
TX,Harris,48201312502,4.7,"( 4.1,  5.4)"
TX,Harris,48201312601,4.1,"( 3.6,  4.6)"
TX,Harris,48201312602,3.5,"( 3.1,  4.0)"
TX,Harris,48201312603,4.1,"( 3.7,  4.6)"
TX,Harris,48201312700,5.0,"( 4.3,  5.6)"
TX,Harris,48201312800,3.1,"( 2.8,  3.5)"
TX,Harris,48201312901,7.1,"( 6.2,  8.2)"
TX,Harris,48201312902,6.0,"( 5.2,  6.8)"
TX,Harris,48201313000,5.3,"( 4.6,  6.0)"
TX,Harris,48201313101,3.7,"( 3.2,  4.2)"
TX,Harris,48201313102,3.9,"( 3.4,  4.3)"
TX,Harris,48201313201,6.5,"( 5.6,  7.4)"
TX,Harris,48201313202,5.2,"( 4.5,  5.9)"
TX,Harris,48201313300,6.2,"( 5.5,  7.1)"
TX,Harris,48201313400,5.8,"( 5.1,  6.4)"
TX,Harris,48201313500,9.7,"( 8.6, 10.8)"
TX,Harris,48201313600,8.9,"( 7.9, 10.0)"
TX,Harris,48201313700,7.5,"( 6.6,  8.5)"
TX,Harris,48201313801,8.5,"( 7.4,  9.6)"
TX,Harris,48201313802,5.6,"( 5.0,  6.4)"
TX,Harris,48201313901,2.0,"( 1.8,  2.2)"
TX,Harris,48201313902,1.9,"( 1.7,  2.1)"
TX,Harris,48201314001,4.9,"( 4.3,  5.5)"
TX,Harris,48201314003,1.7,"( 1.5,  1.9)"
TX,Harris,48201314004,2.1,"( 1.8,  2.3)"
TX,Harris,48201314005,3.8,"( 3.3,  4.4)"
TX,Harris,48201314301,4.5,"( 3.9,  5.1)"
TX,Harris,48201314302,3.8,"( 3.3,  4.4)"
TX,Harris,48201314401,1.6,"( 1.4,  1.8)"
TX,Harris,48201314402,2.4,"( 2.2,  2.7)"
TX,Harris,48201320100,6.3,"( 5.5,  7.1)"
TX,Harris,48201320201,7.4,"( 6.6,  8.3)"
TX,Harris,48201320202,7.4,"( 6.6,  8.3)"
TX,Harris,48201320500,5.7,"( 5.0,  6.5)"
TX,Harris,48201320601,6.2,"( 5.4,  7.0)"
TX,Harris,48201320602,8.2,"( 7.2,  9.2)"
TX,Harris,48201320700,5.4,"( 4.7,  6.0)"
TX,Harris,48201320800,7.0,"( 6.2,  7.9)"
TX,Harris,48201320901,6.3,"( 5.5,  7.1)"
TX,Harris,48201320902,5.0,"( 4.4,  5.7)"
TX,Harris,48201321001,6.1,"( 5.4,  6.9)"
TX,Harris,48201321002,5.8,"( 5.2,  6.5)"
TX,Harris,48201321101,3.3,"( 2.9,  3.8)"
TX,Harris,48201321102,5.7,"( 5.0,  6.4)"
