Record_ID,Store_Name,Store_Street_Address,City,State,Zip_Code,County,Store_Type,Latitude,Longitude,ObjectId
866462,HEB 102,8503 NW Military Hwy,San Antonio,TX,78231,BEXAR,Supermarket,29.552889,-98.53418,86813
914542,LA ESQUINITA MEXICAN & GROCERY,14624 Shepherd Rd,Atascosa,TX,78002,BEXAR,Grocery Store,29.277506,-98.719498,88359
867757,Target T 2467,746 NW Loop 410,San Antonio,TX,78216,BEXAR,Super Store,29.516596,-98.50502,90240
867851,HEB 108,20935 US Hwy 281 N,San Antonio,TX,78258,BEXAR,Supermarket,29.641159,-98.457405,90242
1052991,HEB Food Store 623,9238 North Loop 1604 West,San Antonio,TX,78250,BEXAR,Supermarket,29.527143,-98.687355,90489
1103851,Himalayan Bazar,8466 Fredericksburg Rd,San Antonio,TX,78229,BEXAR,Other,29.519699,-98.57151,91345
1443362,San Antonio Food Bank Farmers Market,910 SE Military Dr,San Antonio,TX,78214,BEXAR,Farmers and Markets,29.354288,-98.484818,91609
1059325,HEB Food Store 651,19337 Mc Donald Street,Lytle,TX,78283,BEXAR,Supermarket,29.23271,-98.789421,93057
1134673,Walmart Supercenter 2769,5626 Walzem Rd,San Antonio,TX,78218,BEXAR,Super Store,29.510286,-98.376129,93976
899347,JC Food Mart 4,3534 Fredericksburg Rd,San Antonio,TX,78201,BEXAR,Grocery Store,29.477619,-98.537987,94227
898153,Target Store 176,13700 San Pedro Ave,San Antonio,TX,78232,BEXAR,Super Store,29.565434,-98.481483,94823
1140070,HEB 678,368 Valley HI Dr,San Antonio,TX,78227,BEXAR,Supermarket,29.381468,-98.639076,95515
1235388,Walmart Neighborhood Market 5490,9005 FM 1560 N,SAN ANTONIO,TX,78254,BEXAR,Super Store,29.522085,-98.718414,96192
1151632,HEB Food Store 658,23635 Wilderness Oak,San Antonio,TX,78258,BEXAR,Supermarket,29.660643,-98.500351,98342
1236185,Walmart Supercenter 3107,24403 W Interstate 10,San Antonio,TX,78257,BEXAR,Super Store,29.668848,-98.63546,99038
1236772,Culebra Super Meat Market 30,1630 Bandera Rd,San Antonio,TX,78228,BEXAR,Grocery Store,29.469694,-98.570915,99561
1152361,Walmart Neighborhood Market 5226,9526 W Military Drive,San Antonio,TX,78251,BEXAR,Super Store,29.460468,-98.670601,99568
1115662,Walmart SuperCenter 4131,9427 Culebra Rd,San Antonio,TX,78251,BEXAR,Super Store,29.487494,-98.668167,101677
1115667,Walmart SuperCenter 3106,8538 IH-35 South,San Antonio,TX,78211,BEXAR,Super Store,29.341293,-98.55397,101689
1241973,HEB 719,11652 Bandera Rd,San Antonio,TX,78250,BEXAR,Supermarket,29.55139,-98.664551,102056
1447639,Aladdin,15503 Babcock Rd,San Antonio,TX,78255,BEXAR,Grocery Store,29.588701,-98.631355,102465
1086246,JC Food Mart 8,539 S General Mcmullen Dr,San Antonio,TX,78237,BEXAR,Grocery Store,29.423683,-98.555061,102550
1154405,Walmart Supercenter 4162,12639 Blanco Rd,San Antonio,TX,78216,BEXAR,Super Store,29.556051,-98.518166,104149
1071973,Whole Foods Market 10444,18403 Blanco Rd,San Antonio,TX,78258,BEXAR,Super Store,29.613289,-98.511093,106719
1076637,Target 2803,1223 Austin Hwy,San Antonio,TX,78209,BEXAR,Super Store,29.489403,-98.447197,108271
1125315,Walmart Supercenter 1803,4331 Thousand Oaks Dr,San Antonio,TX,78217,BEXAR,Super Store,29.553406,-98.406982,108414
1074814,Trader Joe's 451,350 E Basse Rd,San Antonio,TX,78209,BEXAR,Supermarket,29.496904,-98.478264,108459
1091697,Walmart SuperCenter 3057,12550 Leslie Rd,Helotes,TX,78023,BEXAR,Super Store,29.559067,-98.678589,109325
1604591,Db San Antonio Llc,5500 Babcock Rd,San Antonio,TX,78240,BEXAR,Supermarket,29.516991,-98.597824,110369
